query_id,treatment_id,parent_node,Alias,input_rows,output_rows,Async Capable,Parent Relationship,Filter,Index Cond,Schema,Parallel Aware,Node Type,Output,Relation Name,Rows Removed by Filter,execution_time,Actual Loops,I/O Read Time,I/O Write Time,Shared Read Blocks,Shared Hit Blocks,Self Shared Read Blocks,Self Shared Hit Blocks,Plan Rows,execution_log_time,shared_read_blocks_log,run_id,dbname,data_folder_name
2468,18,Sort,q,3557569.0,1,False,Outer,(q.posttypeid = 1),(q.owneruserid = 141894),public,False,Index Scan,"['id', ""CASE WHEN (acceptedanswerid IS NOT NULL) THEN 'Accepted'::text ELSE NULL::text END"", 'score', 'creationdate']",posts,0.0,0.6779999999999999,1.0,0.6639999999999999,0.0,4.0,0.0,4.0,0.0,50.0,0.22479195649268147,0.6989700043360189,0,mathso,ce_mathso
2469,9,Sort,badges,2003277.0,7,False,Outer,0,(badges.userid = 185110),public,False,Index Scan,"['name', 'date']",badges,0.0,1.455,1.0,1.4220000000000002,0.0,8.0,0.0,8.0,0.0,18.0,0.3900514964589873,0.9542425094393249,0,mathso,ce_mathso
2469,18,Sort,badges,2003277.0,7,False,Outer,0,(badges.userid = 185110),public,False,Index Scan,"['name', 'date']",badges,0.0,1.575,1.0,1.5495,0.0,8.0,0.0,8.0,0.0,18.0,0.41077723337720984,0.9542425094393249,0,mathso,ce_mathso
2469,24,Sort,badges,2003277.0,7,False,Outer,0,(badges.userid = 185110),public,False,Index Scan,"['name', 'date']",badges,0.0,1.719,1.0,1.678,0.0,8.0,0.0,8.0,0.0,18.0,0.4344092075875002,0.9542425094393249,0,mathso,ce_mathso
2868,9,Nested Loop,posts,3557569.0,0,False,Outer,0,(posts.owneruserid = 770969),public,False,Index Scan,"['posts.id', 'posts.posttypeid', 'posts.acceptedanswerid', 'posts.parentid', 'posts.creationdate', 'posts.score', 'posts.viewcount', 'posts.body', 'posts.owneruserid', 'posts.lasteditoruserid', 'posts.lasteditordisplayname', 'posts.lasteditdate', 'posts.lastactivitydate', 'posts.title', 'posts.tags', 'posts.answercount', 'posts.commentcount', 'posts.favoritecount', 'posts.closeddate', 'posts.communityowneddate', 'posts.jsonfield']",posts,0.0,0.527,1.0,0.5165,0.0,3.0,0.0,3.0,0.0,115.0,0.1838390370564212,0.6020599913279624,0,mathso,ce_mathso
2868,9,Nested Loop,votes,12465841.0,0,False,Inner,0,(votes.postid = posts.id),public,False,Index Scan,"['votes.id', 'votes.postid', 'votes.votetypeid', 'votes.userid', 'votes.creationdate', 'votes.bountyamount', 'votes.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,mathso,ce_mathso
2868,18,Nested Loop,posts,3557569.0,0,False,Outer,0,(posts.owneruserid = 770969),public,False,Index Scan,"['posts.id', 'posts.posttypeid', 'posts.acceptedanswerid', 'posts.parentid', 'posts.creationdate', 'posts.score', 'posts.viewcount', 'posts.body', 'posts.owneruserid', 'posts.lasteditoruserid', 'posts.lasteditordisplayname', 'posts.lasteditdate', 'posts.lastactivitydate', 'posts.title', 'posts.tags', 'posts.answercount', 'posts.commentcount', 'posts.favoritecount', 'posts.closeddate', 'posts.communityowneddate', 'posts.jsonfield']",posts,0.0,0.6439999999999999,1.0,0.6319999999999999,0.0,3.0,0.0,3.0,0.0,115.0,0.21590181320403157,0.6020599913279624,0,mathso,ce_mathso
2868,18,Nested Loop,votes,12465841.0,0,False,Inner,0,(votes.postid = posts.id),public,False,Index Scan,"['votes.id', 'votes.postid', 'votes.votetypeid', 'votes.userid', 'votes.creationdate', 'votes.bountyamount', 'votes.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,mathso,ce_mathso
2868,24,Nested Loop,posts,3557569.0,0,False,Outer,0,(posts.owneruserid = 770969),public,False,Index Scan,"['posts.id', 'posts.posttypeid', 'posts.acceptedanswerid', 'posts.parentid', 'posts.creationdate', 'posts.score', 'posts.viewcount', 'posts.body', 'posts.owneruserid', 'posts.lasteditoruserid', 'posts.lasteditordisplayname', 'posts.lasteditdate', 'posts.lastactivitydate', 'posts.title', 'posts.tags', 'posts.answercount', 'posts.commentcount', 'posts.favoritecount', 'posts.closeddate', 'posts.communityowneddate', 'posts.jsonfield']",posts,0.0,0.414,1.0,0.4,0.0,3.0,0.0,3.0,0.0,115.0,0.1504494094608806,0.6020599913279624,0,mathso,ce_mathso
2868,24,Nested Loop,votes,12465841.0,0,False,Inner,0,(votes.postid = posts.id),public,False,Index Scan,"['votes.id', 'votes.postid', 'votes.votetypeid', 'votes.userid', 'votes.creationdate', 'votes.bountyamount', 'votes.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,mathso,ce_mathso
3155,9,Aggregate,posts,3557569.0,0,False,Outer,(posts.posttypeid = 2),(posts.owneruserid = 198691),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,1.0,0.679,1.0,0.666,0.0,4.0,0.0,4.0,0.0,65.0,0.2250506961380488,0.6989700043360189,0,mathso,ce_mathso
3155,18,Aggregate,posts,3557569.0,0,False,Outer,(posts.posttypeid = 2),(posts.owneruserid = 198691),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,1.0,0.6805,1.0,0.665,0.0,4.0,0.0,4.0,0.0,65.0,0.2254385168054962,0.6989700043360189,0,mathso,ce_mathso
3155,24,Aggregate,posts,3557569.0,0,False,Outer,(posts.posttypeid = 2),(posts.owneruserid = 198691),public,False,Index Scan,"['id', 'posttypeid', 'acceptedanswerid', 'parentid', 'creationdate', 'score', 'viewcount', 'body', 'owneruserid', 'lasteditoruserid', 'lasteditordisplayname', 'lasteditdate', 'lastactivitydate', 'title', 'tags', 'answercount', 'commentcount', 'favoritecount', 'closeddate', 'communityowneddate', 'jsonfield']",posts,1.0,0.725,1.0,0.708,0.0,4.0,0.0,4.0,0.0,65.0,0.23678909940929294,0.6989700043360189,0,mathso,ce_mathso
3634,9,Aggregate,comments,6585919.0,0,False,Outer,0,(comments.userid = 275051),public,False,Index Scan,"['id', 'postid', 'score', 'text', 'creationdate', 'userid', 'jsonfield']",comments,0.0,0.5765,1.0,0.5674999999999999,0.0,3.0,0.0,3.0,0.0,296.0,0.19769397508392347,0.6020599913279624,0,mathso,ce_mathso
3634,18,Aggregate,comments,6585919.0,0,False,Outer,0,(comments.userid = 275051),public,False,Index Scan,"['id', 'postid', 'score', 'text', 'creationdate', 'userid', 'jsonfield']",comments,0.0,0.546,1.0,0.5365,0.0,3.0,0.0,3.0,0.0,296.0,0.18920948958230613,0.6020599913279624,0,mathso,ce_mathso
3634,24,Aggregate,comments,6585919.0,0,False,Outer,0,(comments.userid = 275051),public,False,Index Scan,"['id', 'postid', 'score', 'text', 'creationdate', 'userid', 'jsonfield']",comments,0.0,0.47,1.0,0.457,0.0,3.0,0.0,3.0,0.0,296.0,0.1673173347481761,0.6020599913279624,0,mathso,ce_mathso
3773,9,Sort,comments,6585919.0,0,False,Outer,(comments.score >= 10),(comments.userid = 479382),public,False,Index Scan,"['score', 'postid', 'text']",comments,2.0,0.745,1.0,0.733,0.0,4.0,0.0,4.0,0.0,1.0,0.24179543129519873,0.6989700043360189,0,mathso,ce_mathso
3773,18,Sort,comments,6585919.0,0,False,Outer,(comments.score >= 10),(comments.userid = 479382),public,False,Index Scan,"['score', 'postid', 'text']",comments,2.0,0.8385,1.0,0.8055000000000001,0.0,4.0,0.0,4.0,0.0,1.0,0.2644636342048812,0.6989700043360189,0,mathso,ce_mathso
3773,24,Sort,comments,6585919.0,0,False,Outer,(comments.score >= 10),(comments.userid = 479382),public,False,Index Scan,"['score', 'postid', 'text']",comments,2.0,0.743,1.0,0.722,0.0,4.0,0.0,4.0,0.0,1.0,0.24129738710999316,0.6989700043360189,0,mathso,ce_mathso
3978,9,Nested Loop,posttags_1,3641094.0,0,False,Inner,0,(posttags_1.postid = posts_1.id),public,False,Index Scan,"['posttags_1.postid', 'posttags_1.tagid']",posttags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,mathso,ce_mathso
3978,18,Nested Loop,posttags_1,3641094.0,0,False,Inner,0,(posttags_1.postid = posts_1.id),public,False,Index Scan,"['posttags_1.postid', 'posttags_1.tagid']",posttags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,mathso,ce_mathso
3978,24,Nested Loop,posttags_1,3641094.0,0,False,Inner,0,(posttags_1.postid = posts_1.id),public,False,Index Scan,"['posttags_1.postid', 'posttags_1.tagid']",posttags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,mathso,ce_mathso
3981,9,Nested Loop,posttags_1,3641094.0,0,False,Inner,0,(posttags_1.postid = posts_1.id),public,False,Index Scan,"['posttags_1.postid', 'posttags_1.tagid']",posttags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,mathso,ce_mathso
3981,18,Nested Loop,posttags_1,3641094.0,0,False,Inner,0,(posttags_1.postid = posts_1.id),public,False,Index Scan,"['posttags_1.postid', 'posttags_1.tagid']",posttags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,mathso,ce_mathso
3981,24,Nested Loop,posttags_1,3641094.0,0,False,Inner,0,(posttags_1.postid = posts_1.id),public,False,Index Scan,"['posttags_1.postid', 'posttags_1.tagid']",posttags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,mathso,ce_mathso
4609,9,Sort,comments,6585919.0,15,False,Outer,0,(comments.userid = 289448),public,False,Index Scan,"['postid', 'score']",comments,0.0,2.1174999999999997,1.0,2.061,0.0,13.0,0.0,13.0,0.0,296.0,0.49380646215058016,1.146128035678238,0,mathso,ce_mathso
4609,18,Sort,comments,6585919.0,15,False,Outer,0,(comments.userid = 289448),public,False,Index Scan,"['postid', 'score']",comments,0.0,2.0345,1.0,1.9915,0.0,13.0,0.0,13.0,0.0,296.0,0.48208714182648593,1.146128035678238,0,mathso,ce_mathso
4609,24,Sort,comments,6585919.0,15,False,Outer,0,(comments.userid = 289448),public,False,Index Scan,"['postid', 'score']",comments,0.0,1.9785,1.0,1.931,0.0,13.0,0.0,13.0,0.0,296.0,0.4739976044348635,1.146128035678238,0,mathso,ce_mathso
6006,9,Nested Loop,p,3557569.0,0,False,Outer,0,(p.owneruserid = 520378),public,False,Index Scan,"['p.id', 'p.posttypeid', 'p.acceptedanswerid', 'p.parentid', 'p.creationdate', 'p.score', 'p.viewcount', 'p.body', 'p.owneruserid', 'p.lasteditoruserid', 'p.lasteditordisplayname', 'p.lasteditdate', 'p.lastactivitydate', 'p.title', 'p.tags', 'p.answercount', 'p.commentcount', 'p.favoritecount', 'p.closeddate', 'p.communityowneddate', 'p.jsonfield']",posts,0.0,0.5005,1.0,0.485,0.0,3.0,0.0,3.0,0.0,115.0,0.17623599976087143,0.6020599913279624,0,mathso,ce_mathso
6006,9,Nested Loop,v,12465841.0,0,False,Inner,0,(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,mathso,ce_mathso
6006,18,Nested Loop,p,3557569.0,0,False,Outer,0,(p.owneruserid = 520378),public,False,Index Scan,"['p.id', 'p.posttypeid', 'p.acceptedanswerid', 'p.parentid', 'p.creationdate', 'p.score', 'p.viewcount', 'p.body', 'p.owneruserid', 'p.lasteditoruserid', 'p.lasteditordisplayname', 'p.lasteditdate', 'p.lastactivitydate', 'p.title', 'p.tags', 'p.answercount', 'p.commentcount', 'p.favoritecount', 'p.closeddate', 'p.communityowneddate', 'p.jsonfield']",posts,0.0,0.554,1.0,0.546,0.0,3.0,0.0,3.0,0.0,115.0,0.19145101446489549,0.6020599913279624,0,mathso,ce_mathso
6006,18,Nested Loop,v,12465841.0,0,False,Inner,0,(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,mathso,ce_mathso
6006,24,Nested Loop,p,3557569.0,0,False,Outer,0,(p.owneruserid = 520378),public,False,Index Scan,"['p.id', 'p.posttypeid', 'p.acceptedanswerid', 'p.parentid', 'p.creationdate', 'p.score', 'p.viewcount', 'p.body', 'p.owneruserid', 'p.lasteditoruserid', 'p.lasteditordisplayname', 'p.lasteditdate', 'p.lastactivitydate', 'p.title', 'p.tags', 'p.answercount', 'p.commentcount', 'p.favoritecount', 'p.closeddate', 'p.communityowneddate', 'p.jsonfield']",posts,0.0,0.5369999999999999,1.0,0.5275000000000001,0.0,3.0,0.0,3.0,0.0,115.0,0.1866738674997451,0.6020599913279624,0,mathso,ce_mathso
6006,24,Nested Loop,v,12465841.0,0,False,Inner,0,(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0,mathso,ce_mathso
7353,9,Nested Loop,a,3557569.0,0,False,Outer,(a.communityowneddate IS NULL),(a.owneruserid = 599350),public,False,Index Scan,"['a.id', 'a.posttypeid', 'a.acceptedanswerid', 'a.parentid', 'a.creationdate', 'a.score', 'a.viewcount', 'a.body', 'a.owneruserid', 'a.lasteditoruserid', 'a.lasteditordisplayname', 'a.lasteditdate', 'a.lastactivitydate', 'a.title', 'a.tags', 'a.answercount', 'a.commentcount', 'a.favoritecount', 'a.closeddate', 'a.communityowneddate', 'a.jsonfield']",posts,0.0,0.5125,1.0,0.501,0.0,3.0,0.0,3.0,0.0,114.0,0.1796953833245065,0.6020599913279624,0,mathso,ce_mathso
7353,9,Nested Loop,q,3557569.0,0,False,Inner,((a.owneruserid <> q.owneruserid) OR (q.owneruserid IS NULL)),(q.acceptedanswerid = a.id),public,False,Index Scan,"['q.id', 'q.posttypeid', 'q.acceptedanswerid', 'q.parentid', 'q.creationdate', 'q.score', 'q.viewcount', 'q.body', 'q.owneruserid', 'q.lasteditoruserid', 'q.lasteditordisplayname', 'q.lasteditdate', 'q.lastactivitydate', 'q.title', 'q.tags', 'q.answercount', 'q.commentcount', 'q.favoritecount', 'q.closeddate', 'q.communityowneddate', 'q.jsonfield']",posts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,mathso,ce_mathso
7353,18,Nested Loop,a,3557569.0,0,False,Outer,(a.communityowneddate IS NULL),(a.owneruserid = 599350),public,False,Index Scan,"['a.id', 'a.posttypeid', 'a.acceptedanswerid', 'a.parentid', 'a.creationdate', 'a.score', 'a.viewcount', 'a.body', 'a.owneruserid', 'a.lasteditoruserid', 'a.lasteditordisplayname', 'a.lasteditdate', 'a.lastactivitydate', 'a.title', 'a.tags', 'a.answercount', 'a.commentcount', 'a.favoritecount', 'a.closeddate', 'a.communityowneddate', 'a.jsonfield']",posts,0.0,0.5569999999999999,1.0,0.5455,0.0,3.0,0.0,3.0,0.0,114.0,0.19228861256812027,0.6020599913279624,0,mathso,ce_mathso
7353,18,Nested Loop,q,3557569.0,0,False,Inner,((a.owneruserid <> q.owneruserid) OR (q.owneruserid IS NULL)),(q.acceptedanswerid = a.id),public,False,Index Scan,"['q.id', 'q.posttypeid', 'q.acceptedanswerid', 'q.parentid', 'q.creationdate', 'q.score', 'q.viewcount', 'q.body', 'q.owneruserid', 'q.lasteditoruserid', 'q.lasteditordisplayname', 'q.lasteditdate', 'q.lastactivitydate', 'q.title', 'q.tags', 'q.answercount', 'q.commentcount', 'q.favoritecount', 'q.closeddate', 'q.communityowneddate', 'q.jsonfield']",posts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,mathso,ce_mathso
7353,24,Nested Loop,a,3557569.0,0,False,Outer,(a.communityowneddate IS NULL),(a.owneruserid = 599350),public,False,Index Scan,"['a.id', 'a.posttypeid', 'a.acceptedanswerid', 'a.parentid', 'a.creationdate', 'a.score', 'a.viewcount', 'a.body', 'a.owneruserid', 'a.lasteditoruserid', 'a.lasteditordisplayname', 'a.lasteditdate', 'a.lastactivitydate', 'a.title', 'a.tags', 'a.answercount', 'a.commentcount', 'a.favoritecount', 'a.closeddate', 'a.communityowneddate', 'a.jsonfield']",posts,0.0,0.571,1.0,0.558,0.0,3.0,0.0,3.0,0.0,114.0,0.1961761850399733,0.6020599913279624,0,mathso,ce_mathso
7353,24,Nested Loop,q,3557569.0,0,False,Inner,((a.owneruserid <> q.owneruserid) OR (q.owneruserid IS NULL)),(q.acceptedanswerid = a.id),public,False,Index Scan,"['q.id', 'q.posttypeid', 'q.acceptedanswerid', 'q.parentid', 'q.creationdate', 'q.score', 'q.viewcount', 'q.body', 'q.owneruserid', 'q.lasteditoruserid', 'q.lasteditordisplayname', 'q.lasteditdate', 'q.lastactivitydate', 'q.title', 'q.tags', 'q.answercount', 'q.commentcount', 'q.favoritecount', 'q.closeddate', 'q.communityowneddate', 'q.jsonfield']",posts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,mathso,ce_mathso
7521,9,Nested Loop,a,3557569.0,0,False,Outer,((a.communityowneddate IS NULL) AND (a.posttypeid = 2)),(a.owneruserid = 427443),public,False,Index Scan,"['a.id', 'a.posttypeid', 'a.acceptedanswerid', 'a.parentid', 'a.creationdate', 'a.score', 'a.viewcount', 'a.body', 'a.owneruserid', 'a.lasteditoruserid', 'a.lasteditordisplayname', 'a.lasteditdate', 'a.lastactivitydate', 'a.title', 'a.tags', 'a.answercount', 'a.commentcount', 'a.favoritecount', 'a.closeddate', 'a.communityowneddate', 'a.jsonfield']",posts,1.0,0.601,1.0,0.5875,0.0,4.0,0.0,4.0,0.0,65.0,0.20439133191929973,0.6989700043360189,0,mathso,ce_mathso
7521,9,Nested Loop,q,3557569.0,0,False,Inner,(q.owneruserid <> 427443),(q.acceptedanswerid = a.id),public,False,Index Scan,"['q.id', 'q.posttypeid', 'q.acceptedanswerid', 'q.parentid', 'q.creationdate', 'q.score', 'q.viewcount', 'q.body', 'q.owneruserid', 'q.lasteditoruserid', 'q.lasteditordisplayname', 'q.lasteditdate', 'q.lastactivitydate', 'q.title', 'q.tags', 'q.answercount', 'q.commentcount', 'q.favoritecount', 'q.closeddate', 'q.communityowneddate', 'q.jsonfield']",posts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,mathso,ce_mathso
7521,18,Nested Loop,a,3557569.0,0,False,Outer,((a.communityowneddate IS NULL) AND (a.posttypeid = 2)),(a.owneruserid = 427443),public,False,Index Scan,"['a.id', 'a.posttypeid', 'a.acceptedanswerid', 'a.parentid', 'a.creationdate', 'a.score', 'a.viewcount', 'a.body', 'a.owneruserid', 'a.lasteditoruserid', 'a.lasteditordisplayname', 'a.lasteditdate', 'a.lastactivitydate', 'a.title', 'a.tags', 'a.answercount', 'a.commentcount', 'a.favoritecount', 'a.closeddate', 'a.communityowneddate', 'a.jsonfield']",posts,1.0,0.7015,1.0,0.6805,0.0,4.0,0.0,4.0,0.0,65.0,0.23083195343182822,0.6989700043360189,0,mathso,ce_mathso
7521,18,Nested Loop,q,3557569.0,0,False,Inner,(q.owneruserid <> 427443),(q.acceptedanswerid = a.id),public,False,Index Scan,"['q.id', 'q.posttypeid', 'q.acceptedanswerid', 'q.parentid', 'q.creationdate', 'q.score', 'q.viewcount', 'q.body', 'q.owneruserid', 'q.lasteditoruserid', 'q.lasteditordisplayname', 'q.lasteditdate', 'q.lastactivitydate', 'q.title', 'q.tags', 'q.answercount', 'q.commentcount', 'q.favoritecount', 'q.closeddate', 'q.communityowneddate', 'q.jsonfield']",posts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,mathso,ce_mathso
7521,24,Nested Loop,a,3557569.0,0,False,Outer,((a.communityowneddate IS NULL) AND (a.posttypeid = 2)),(a.owneruserid = 427443),public,False,Index Scan,"['a.id', 'a.posttypeid', 'a.acceptedanswerid', 'a.parentid', 'a.creationdate', 'a.score', 'a.viewcount', 'a.body', 'a.owneruserid', 'a.lasteditoruserid', 'a.lasteditordisplayname', 'a.lasteditdate', 'a.lastactivitydate', 'a.title', 'a.tags', 'a.answercount', 'a.commentcount', 'a.favoritecount', 'a.closeddate', 'a.communityowneddate', 'a.jsonfield']",posts,1.0,0.771,1.0,0.752,0.0,4.0,0.0,4.0,0.0,65.0,0.24821856119007474,0.6989700043360189,0,mathso,ce_mathso
7521,24,Nested Loop,q,3557569.0,0,False,Inner,(q.owneruserid <> 427443),(q.acceptedanswerid = a.id),public,False,Index Scan,"['q.id', 'q.posttypeid', 'q.acceptedanswerid', 'q.parentid', 'q.creationdate', 'q.score', 'q.viewcount', 'q.body', 'q.owneruserid', 'q.lasteditoruserid', 'q.lasteditordisplayname', 'q.lasteditdate', 'q.lastactivitydate', 'q.title', 'q.tags', 'q.answercount', 'q.commentcount', 'q.favoritecount', 'q.closeddate', 'q.communityowneddate', 'q.jsonfield']",posts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,mathso,ce_mathso
7753,9,0,p,3557569.0,0,False,0,0,(p.owneruserid = 947798),public,False,Index Scan,"['p.id', '(SubPlan 1)']",posts,0.0,0.5820000000000001,1.0,0.5720000000000001,0.0,3.0,0.0,3.0,0.0,115.0,0.19920647916165776,0.6020599913279624,0,mathso,ce_mathso
7753,9,Aggregate,v,12465841.0,0,False,Outer,((v.votetypeid = 4) OR (v.votetypeid = 12) OR (v.votetypeid = 13)),(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,mathso,ce_mathso
7753,18,0,p,3557569.0,0,False,0,0,(p.owneruserid = 947798),public,False,Index Scan,"['p.id', '(SubPlan 1)']",posts,0.0,0.48650000000000004,1.0,0.47600000000000003,0.0,3.0,0.0,3.0,0.0,115.0,0.17216491354095656,0.6020599913279624,0,mathso,ce_mathso
7753,18,Aggregate,v,12465841.0,0,False,Outer,((v.votetypeid = 4) OR (v.votetypeid = 12) OR (v.votetypeid = 13)),(v.postid = p.id),public,False,Index Scan,"['v.id', 'v.postid', 'v.votetypeid', 'v.userid', 'v.creationdate', 'v.bountyamount', 'v.jsonfield']",votes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,mathso,ce_mathso
7753,24,0,p,3557569.0,0,False,0,0,(p.owneruserid = 947798),public,False,Index Scan,"['p.id', '(SubPlan 1)']",posts,0.0,0.5845,1.0,0.5720000000000001,0.0,3.0,0.0,3.0,0.0,115.0,0.19989224352631932,0.6020599913279624,0,mathso,ce_mathso
